anio_academico;anio_ingreso_propuesta;facultad;propuesta_formativa;titulo_araucano_nivel;titulo;alumnos;anios_de_permanencia;cohorte_toty1;cohorte_nd;cohorte_nmy2;cohorte_tot_y2
2010;2001;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;8;9;;;;
2010;2001;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;2;9;;;;
2010;2002;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;63;8;;;;
2010;2002;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;12;8;;;;
2010;2002;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;3;8;;;;
2010;2003;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;78;7;;;;
2010;2003;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;15;7;;;;
2010;2003;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;5;7;;;;
2010;2004;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;107;6;;;;
2010;2004;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;24;6;;;;
2010;2004;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;12;6;;;;
2010;2005;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;95;5;1840;262;258;1320
2010;2005;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;20;5;845;142;194;
2010;2005;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;10;5;193;21;49;123
2010;2005;Facultad de Ciencias Económicas;Tecnicatura en Economía y Administración de Pequeñas y Medianas Empresas;FINAL;Técnico En Economía Y Administración De Pequeñas Y Medianas Empresas;2;5;;;;
2010;2006;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;22;4;;;;
2010;2006;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;11;4;;;;
2010;2006;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;3;4;;;;
2010;2006;Facultad de Ciencias Económicas;Tecnicatura en Economía y Administración de Pequeñas y Medianas Empresas;FINAL;Técnico En Economía Y Administración De Pequeñas Y Medianas Empresas;4;4;;;;
2010;2007;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;14;3;;;;
2010;2007;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;4;3;;;;
2010;2007;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;4;3;;;;
2010;2007;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;1;3;;;;
2010;2008;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;2;;;;
2010;2008;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;1;2;;;;
2010;2008;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;3;2;;;;
2010;2009;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;5;1;;;;
2011;1982;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;29;;;;
2011;1984;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;27;;;;
2011;1986;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;25;;;;
2011;1986;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;1;25;;;;
2011;1987;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;24;;;;
2011;1987;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;24;;;;
2011;1989;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;22;;;;
2011;1990;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;3;21;;;;
2011;1991;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;3;20;;;;
2011;1992;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;2;19;;;;
2011;1992;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;2;19;;;;
2011;1993;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;4;18;;;;
2011;1994;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;10;17;;;;
2011;1995;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;5;16;;;;
2011;1996;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;12;15;;;;
2011;1996;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;15;;;;
2011;1997;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;16;14;;;;
2011;1997;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;4;14;;;;
2011;1998;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;15;13;;;;
2011;1998;Facultad de Ciencias Económicas;Contador Público;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;13;;;;
2011;1998;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;5;13;;;;
2011;1999;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;24;12;;;;
2011;1999;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;2;12;;;;
2011;1999;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;1;12;;;;
2011;2000;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;37;11;;;;
2011;2000;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;7;11;;;;
2011;2000;Facultad de Ciencias Económicas;Licenciatura en Administración;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;11;;;;
2011;2001;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;29;10;;;;
2011;2001;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;12;10;;;;
2011;2001;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;1;10;;;;
2011;2002;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;36;9;;;;
2011;2002;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;11;9;;;;
2011;2003;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;55;8;;;;
2011;2003;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;8;8;;;;
2011;2003;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;4;8;;;;
2011;2003;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;1;8;;;;
2011;2004;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;77;7;;;;
2011;2004;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;13;7;;;;
2011;2004;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;4;7;;;;
2011;2004;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;1;7;;;;
2011;2004;Facultad de Ciencias Económicas;Tecnicatura en Economía y Administración de Pequeñas y Medianas Empresas;FINAL;Técnico En Economía Y Administración De Pequeñas Y Medianas Empresas;3;7;;;;
2011;2005;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;106;6;1840;262;258;1320
2011;2005;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;20;6;845;142;194;
2011;2005;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;9;6;193;21;49;123
2011;2005;Facultad de Ciencias Económicas;Tecnicatura en Economía y Administración de Pequeñas y Medianas Empresas;FINAL;Técnico En Economía Y Administración De Pequeñas Y Medianas Empresas;1;6;;;;
2011;2006;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;91;5;;;;
2011;2006;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;25;5;;;;
2011;2006;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;7;5;;;;
2011;2006;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;1;5;;;;
2011;2006;Facultad de Ciencias Económicas;Tecnicatura en Economía y Administración de Pequeñas y Medianas Empresas;FINAL;Técnico En Economía Y Administración De Pequeñas Y Medianas Empresas;4;5;;;;
2011;2007;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;15;4;;;;
2011;2007;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;14;4;;;;
2011;2007;Facultad de Ciencias Económicas;Licenciatura en Administración;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;4;;;;
2011;2007;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;10;4;;;;
2011;2008;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;15;3;;;;
2011;2008;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;5;3;;;;
2011;2008;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;7;3;;;;
2011;2008;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;1;3;;;;
2011;2009;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;2;2;;;;
2011;2009;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;1;2;;;;
2011;2009;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;8;2;;;;
2011;2010;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;12;1;;;;
2012;1971;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;41;;;;
2012;1988;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;2;24;;;;
2012;1989;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;23;;;;
2012;1990;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;2;22;;;;
2012;1991;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;3;21;;;;
2012;1992;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;2;20;;;;
2012;1992;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;20;;;;
2012;1993;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;19;;;;
2012;1994;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;8;18;;;;
2012;1994;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;18;;;;
2012;1995;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;9;17;;;;
2012;1995;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;17;;;;
2012;1996;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;8;16;;;;
2012;1997;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;10;15;;;;
2012;1998;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;11;14;;;;
2012;1999;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;17;13;;;;
2012;1999;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;1;13;;;;
2012;2000;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;8;12;;;;
2012;2000;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;2;12;;;;
2012;2000;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;1;12;;;;
2012;2001;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;16;11;;;;
2012;2001;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;5;11;;;;
2012;2001;Facultad de Ciencias Económicas;Licenciatura en Administración;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;11;;;;
2012;2001;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;1;11;;;;
2012;2001;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;1;11;;;;
2012;2002;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;23;10;;;;
2012;2002;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;2;10;;;;
2012;2002;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;1;10;;;;
2012;2003;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;44;9;;;;
2012;2003;Facultad de Ciencias Económicas;Contador Público;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;9;;;;
2012;2003;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;10;9;;;;
2012;2003;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;1;9;;;;
2012;2004;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;53;8;;;;
2012;2004;Facultad de Ciencias Económicas;Contador Público;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;8;;;;
2012;2004;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;12;8;;;;
2012;2004;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;1;8;;;;
2012;2005;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;76;7;1840;262;258;1320
2012;2005;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;20;7;845;142;194;
2012;2005;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;4;7;193;21;49;123
2012;2005;Facultad de Ciencias Económicas;Tecnicatura en Economía y Administración de Pequeñas y Medianas Empresas;FINAL;Técnico En Economía Y Administración De Pequeñas Y Medianas Empresas;2;7;;;;
2012;2006;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;94;6;;;;
2012;2006;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;25;6;;;;
2012;2006;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;5;6;;;;
2012;2006;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;1;6;;;;
2012;2007;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;73;5;;;;
2012;2007;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;24;5;;;;
2012;2007;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;14;5;;;;
2012;2008;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;33;4;;;;
2012;2008;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;13;4;;;;
2012;2008;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;9;4;;;;
2012;2009;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;7;3;;;;
2012;2009;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;5;3;;;;
2012;2009;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;2;3;;;;
2012;2009;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;1;3;;;;
2012;2010;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;2;2;;;;
2012;2010;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;6;2;;;;
2012;2011;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;7;1;;;;
2013;1982;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;31;;;;
2013;1984;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;1;29;;;;
2013;1985;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;28;;;;
2013;1988;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;25;;;;
2013;1989;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;2;24;;;;
2013;1990;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;23;;;;
2013;1991;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;22;;;;
2013;1992;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;2;21;;;;
2013;1993;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;5;20;;;;
2013;1994;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;5;19;;;;
2013;1995;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;5;18;;;;
2013;1996;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;8;17;;;;
2013;1996;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;2;17;;;;
2013;1997;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;5;16;;;;
2013;1997;Facultad de Ciencias Económicas;Contador Público;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;16;;;;
2013;1997;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;16;;;;
2013;1998;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;15;;;;
2013;1998;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;2;15;;;;
2013;1999;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;7;14;;;;
2013;1999;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;14;;;;
2013;2000;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;16;13;;;;
2013;2000;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;3;13;;;;
2013;2001;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;15;12;;;;
2013;2001;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;4;12;;;;
2013;2002;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;21;11;;;;
2013;2002;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;4;11;;;;
2013;2003;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;27;10;;;;
2013;2003;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;5;10;;;;
2013;2004;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;35;9;;;;
2013;2004;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;7;9;;;;
2013;2004;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;1;9;;;;
2013;2004;Facultad de Ciencias Económicas;Tecnicatura en Economía y Administración de Pequeñas y Medianas Empresas;FINAL;Técnico En Economía Y Administración De Pequeñas Y Medianas Empresas;1;9;;;;
2013;2005;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;47;8;1840;262;258;1320
2013;2005;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;6;8;845;142;194;
2013;2005;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;1;8;193;21;49;123
2013;2006;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;62;7;;;;
2013;2006;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;11;7;;;;
2013;2006;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;1;7;;;;
2013;2006;Facultad de Ciencias Económicas;Tecnicatura en Economía y Administración de Pequeñas y Medianas Empresas;FINAL;Técnico En Economía Y Administración De Pequeñas Y Medianas Empresas;7;7;;;;
2013;2007;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;85;6;;;;
2013;2007;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;22;6;;;;
2013;2007;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;8;6;;;;
2013;2008;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;83;5;;;;
2013;2008;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;31;5;;;;
2013;2008;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;8;5;;;;
2013;2009;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;22;4;;;;
2013;2009;Facultad de Ciencias Económicas;Contador Público;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;2;4;;;;
2013;2009;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;12;4;;;;
2013;2009;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;6;4;;;;
2013;2009;Facultad de Ciencias Económicas;Tecnicatura en Gestión Universitaria - Modalidad a Distancia -;FINAL;Técnico En Gestión Universitaria - Md;25;4;;;;
2013;2010;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;11;3;;;;
2013;2010;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;8;3;;;;
2013;2010;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;4;3;;;;
2013;2011;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;3;2;;;;
2013;2011;Facultad de Ciencias Económicas;Profesorado de Enseñanza Media y Superior en Ciencias Económicas -Ciclo de Complementación Curricular-;FINAL;Profesor De Enseñanza Media Y Superior En Ciencias Económicas;3;2;;;;
2014;1982;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;32;;;;
2014;1984;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;2;30;;;;
2014;1986;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;2;28;;;;
2014;1987;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;27;;;;
2014;1988;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;26;;;;
2014;1989;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;25;;;;
2014;1990;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;1;24;;;;
2014;1992;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;2;22;;;;
2014;1993;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;3;21;;;;
2014;1994;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;6;20;;;;
2014;1995;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;5;19;;;;
2014;1996;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;5;18;;;;
2014;1996;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;18;;;;
2014;1997;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;3;17;;;;
2014;1997;Facultad de Ciencias Económicas;Contador Público;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;2;17;;;;
2014;1998;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;7;16;;;;
2014;1999;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;11;15;;;;
2014;1999;Facultad de Ciencias Económicas;Contador Público;INTERMEDIO;Bachiller Universitario En Ciencias Sociales;1;15;;;;
2014;1999;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;2;15;;;;
2014;2000;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;13;14;;;;
2014;2000;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;1;14;;;;
2014;2001;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;9;13;;;;
2014;2001;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;3;13;;;;
2014;2002;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;14;12;;;;
2014;2002;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;4;12;;;;
2014;2003;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;28;11;;;;
2014;2003;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;6;11;;;;
2014;2003;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;1;11;;;;
2014;2004;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;26;10;;;;
2014;2004;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;4;10;;;;
2014;2004;Facultad de Ciencias Económicas;Licenciatura en Economía;FINAL;Licenciado En Economía;1;10;;;;
2014;2005;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;38;9;1840;262;258;1320
2014;2005;Facultad de Ciencias Económicas;Licenciatura en Administración;FINAL;Licenciado En Administración;9;9;845;142;194;
2014;2006;Facultad de Ciencias Económicas;Contador Público;FINAL;Contador/A Público/A;54;8;;;;
